Process ID: [1777320] | Arguments:
    all_files: True
    file: Bio-Medical
    model: chatgpt
    temperature: 1.0
    top_p: 0.8
    early_stopping: False
    do_sample: False
    num_beams: 1
    top_k: 50
    data_dir: ./annotation/query/
    save_dir: ./decoding-strategy_data/chatgpt_top-p_8/
    load_in_4bit: False
    load_in_8bit: False
Process ID: [1777320] | Device: cuda:0
Process ID: [1777320] | Loading data from ./annotation/query/Bio-Medical.json | Total 200

  0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [1777320] | Model: chatgpt | File: Bio-Medical | Saving 0 items to ./decoding-strategy_data/chatgpt_top-p_8/Bio-Medical.json

  0%|▎                                                              | 1/200 [00:05<17:48,  5.37s/it]
  1%|▋                                                              | 2/200 [00:15<26:35,  8.06s/it]
  2%|▉                                                              | 3/200 [00:29<35:45, 10.89s/it]
  2%|█▎                                                             | 4/200 [00:38<33:07, 10.14s/it]
  2%|█▌                                                             | 5/200 [00:51<35:53, 11.04s/it]
  3%|█▉                                                             | 6/200 [01:02<36:16, 11.22s/it]
  4%|██▏                                                            | 7/200 [01:10<32:36, 10.14s/it]
  4%|██▌                                                            | 8/200 [01:17<29:01,  9.07s/it]
  4%|██▊                                                            | 9/200 [01:28<30:37,  9.62s/it]
  5%|███                                                           | 10/200 [01:39<31:46, 10.03s/it]
  6%|███▍                                                          | 11/200 [01:52<35:02, 11.13s/it]
  6%|███▋                                                          | 12/200 [02:03<34:39, 11.06s/it]
  6%|████                                                          | 13/200 [02:13<33:25, 10.73s/it]
 61%|█████████████████████████████████████▏                       | 122/200 [24:23<14:23, 11.07s/it]
 62%|█████████████████████████████████████▌                       | 123/200 [24:31<13:04, 10.19s/it]
 62%|█████████████████████████████████████▊                       | 124/200 [24:39<11:56,  9.42s/it]
 62%|██████████████████████████████████████▏                      | 125/200 [24:48<11:48,  9.45s/it]
 63%|██████████████████████████████████████▍                      | 126/200 [24:59<12:01,  9.76s/it]
 64%|██████████████████████████████████████▋                      | 127/200 [25:15<14:11, 11.67s/it]
 64%|███████████████████████████████████████                      | 128/200 [25:28<14:26, 12.03s/it]
 64%|███████████████████████████████████████▎                     | 129/200 [25:37<13:09, 11.12s/it]
 65%|███████████████████████████████████████▋                     | 130/200 [25:47<12:35, 10.80s/it]
 66%|███████████████████████████████████████▉                     | 131/200 [25:58<12:35, 10.95s/it]
 66%|████████████████████████████████████████▎                    | 132/200 [26:11<13:04, 11.54s/it]
 66%|████████████████████████████████████████▌                    | 133/200 [26:20<12:05, 10.83s/it]
 67%|████████████████████████████████████████▊                    | 134/200 [26:32<12:08, 11.04s/it]
 68%|█████████████████████████████████████████▏                   | 135/200 [26:41<11:23, 10.51s/it]
 68%|█████████████████████████████████████████▍                   | 136/200 [26:50<10:43, 10.06s/it]
 68%|█████████████████████████████████████████▊                   | 137/200 [27:03<11:31, 10.97s/it]
 69%|██████████████████████████████████████████                   | 138/200 [27:12<10:53, 10.53s/it]
 70%|██████████████████████████████████████████▍                  | 139/200 [27:23<10:35, 10.42s/it]
 70%|██████████████████████████████████████████▋                  | 140/200 [27:30<09:34,  9.57s/it]
 70%|███████████████████████████████████████████                  | 141/200 [27:36<08:25,  8.57s/it]
 71%|███████████████████████████████████████████▎                 | 142/200 [27:47<08:48,  9.12s/it]
 72%|███████████████████████████████████████████▌                 | 143/200 [27:59<09:28,  9.98s/it]
 72%|███████████████████████████████████████████▉                 | 144/200 [28:07<08:56,  9.59s/it]
 72%|████████████████████████████████████████████▏                | 145/200 [28:19<09:26, 10.30s/it]
 73%|████████████████████████████████████████████▌                | 146/200 [28:30<09:15, 10.28s/it]
 74%|████████████████████████████████████████████▊                | 147/200 [28:40<09:03, 10.25s/it]
 74%|█████████████████████████████████████████████▏               | 148/200 [28:50<08:53, 10.26s/it]
 74%|█████████████████████████████████████████████▍               | 149/200 [29:01<08:58, 10.56s/it]
 75%|█████████████████████████████████████████████▊               | 150/200 [29:11<08:31, 10.24s/it]
 76%|██████████████████████████████████████████████               | 151/200 [29:21<08:21, 10.24s/it]
 76%|██████████████████████████████████████████████▎              | 152/200 [29:35<09:04, 11.34s/it]
 76%|██████████████████████████████████████████████▋              | 153/200 [29:43<08:08, 10.40s/it]
 77%|██████████████████████████████████████████████▉              | 154/200 [30:00<09:30, 12.39s/it]
 78%|███████████████████████████████████████████████▎             | 155/200 [30:10<08:37, 11.49s/it]
 78%|███████████████████████████████████████████████▌             | 156/200 [30:18<07:39, 10.45s/it]
 78%|███████████████████████████████████████████████▉             | 157/200 [30:31<08:12, 11.46s/it]
 79%|████████████████████████████████████████████████▏            | 158/200 [30:41<07:38, 10.93s/it]
 80%|████████████████████████████████████████████████▍            | 159/200 [30:48<06:33,  9.60s/it]
 80%|████████████████████████████████████████████████▊            | 160/200 [30:54<05:50,  8.76s/it]
 80%|█████████████████████████████████████████████████            | 161/200 [31:02<05:27,  8.39s/it]
 81%|█████████████████████████████████████████████████▍           | 162/200 [31:10<05:11,  8.19s/it]
 82%|█████████████████████████████████████████████████▋           | 163/200 [31:20<05:24,  8.78s/it]
 82%|██████████████████████████████████████████████████           | 164/200 [31:33<06:03, 10.10s/it]
 82%|██████████████████████████████████████████████████▎          | 165/200 [31:43<05:53, 10.11s/it]
 83%|██████████████████████████████████████████████████▋          | 166/200 [31:56<06:13, 10.99s/it]
 84%|██████████████████████████████████████████████████▉          | 167/200 [32:08<06:07, 11.13s/it]
 84%|███████████████████████████████████████████████████▏         | 168/200 [32:22<06:22, 11.95s/it]
 84%|███████████████████████████████████████████████████▌         | 169/200 [32:31<05:49, 11.26s/it]
 85%|███████████████████████████████████████████████████▊         | 170/200 [32:42<05:37, 11.25s/it]
 86%|████████████████████████████████████████████████████▏        | 171/200 [32:52<05:11, 10.73s/it]
 86%|████████████████████████████████████████████████████▍        | 172/200 [33:01<04:50, 10.36s/it]
 86%|████████████████████████████████████████████████████▊        | 173/200 [33:11<04:31, 10.06s/it]
 87%|█████████████████████████████████████████████████████        | 174/200 [33:19<04:03,  9.38s/it]
 88%|█████████████████████████████████████████████████████▍       | 175/200 [33:27<03:45,  9.01s/it]
 88%|█████████████████████████████████████████████████████▋       | 176/200 [33:38<03:52,  9.70s/it]
 88%|█████████████████████████████████████████████████████▉       | 177/200 [33:51<04:03, 10.58s/it]
 89%|██████████████████████████████████████████████████████▎      | 178/200 [33:58<03:30,  9.55s/it]
 90%|██████████████████████████████████████████████████████▌      | 179/200 [34:11<03:43, 10.63s/it]
 90%|██████████████████████████████████████████████████████▉      | 180/200 [34:23<03:38, 10.93s/it]
 90%|███████████████████████████████████████████████████████▏     | 181/200 [34:33<03:26, 10.87s/it]
 91%|███████████████████████████████████████████████████████▌     | 182/200 [34:45<03:19, 11.08s/it]
 92%|███████████████████████████████████████████████████████▊     | 183/200 [34:52<02:48,  9.94s/it]
 92%|████████████████████████████████████████████████████████     | 184/200 [35:05<02:53, 10.82s/it]
 92%|████████████████████████████████████████████████████████▍    | 185/200 [35:18<02:51, 11.41s/it]
 93%|████████████████████████████████████████████████████████▋    | 186/200 [35:31<02:45, 11.84s/it]
 94%|█████████████████████████████████████████████████████████    | 187/200 [35:42<02:33, 11.81s/it]
 94%|█████████████████████████████████████████████████████████▎   | 188/200 [35:52<02:11, 10.99s/it]
 94%|█████████████████████████████████████████████████████████▋   | 189/200 [36:01<01:55, 10.50s/it]
 95%|█████████████████████████████████████████████████████████▉   | 190/200 [36:10<01:40, 10.06s/it]
 96%|██████████████████████████████████████████████████████████▎  | 191/200 [36:20<01:30, 10.08s/it]
 96%|██████████████████████████████████████████████████████████▌  | 192/200 [36:31<01:22, 10.26s/it]
 96%|██████████████████████████████████████████████████████████▊  | 193/200 [36:39<01:07,  9.59s/it]
 97%|███████████████████████████████████████████████████████████▏ | 194/200 [36:48<00:57,  9.53s/it]
 98%|███████████████████████████████████████████████████████████▍ | 195/200 [37:00<00:51, 10.30s/it]
 98%|███████████████████████████████████████████████████████████▊ | 196/200 [37:10<00:40, 10.21s/it]
 98%|████████████████████████████████████████████████████████████ | 197/200 [37:18<00:28,  9.38s/it]
 99%|████████████████████████████████████████████████████████████▍| 198/200 [37:27<00:18,  9.42s/it]
100%|████████████████████████████████████████████████████████████▋| 199/200 [37:37<00:09,  9.41s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [37:47<00:00,  9.78s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [37:47<00:00, 11.34s/it]
Process ID: [1777320] | Model: chatgpt | File: Finance | Saving 200 items to ./decoding-strategy_data/chatgpt_top-p_8/Finance.json
Process ID: [1777320] | 0 items left | Exit
Process ID: [1777320] | Loading data from ./annotation/query/Science.json | Total 200

  0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [1777320] | Model: chatgpt | File: Science | Saving 0 items to ./decoding-strategy_data/chatgpt_top-p_8/Science.json

  0%|▎                                                              | 1/200 [00:12<41:07, 12.40s/it]
  1%|▋                                                              | 2/200 [00:26<44:56, 13.62s/it]
  2%|▉                                                              | 3/200 [00:40<43:58, 13.39s/it]
  2%|█▎                                                             | 4/200 [00:53<44:14, 13.54s/it]
  2%|█▌                                                             | 5/200 [01:06<42:35, 13.11s/it]
  3%|█▉                                                             | 6/200 [01:19<42:20, 13.10s/it]
  4%|██▏                                                            | 7/200 [01:30<40:20, 12.54s/it]
  4%|██▌                                                            | 8/200 [01:43<40:47, 12.75s/it]
  4%|██▊                                                            | 9/200 [01:56<40:52, 12.84s/it]
  5%|███                                                           | 10/200 [02:10<41:01, 12.96s/it]
  6%|███▍                                                          | 11/200 [02:25<42:49, 13.60s/it]
  6%|███▋                                                          | 12/200 [02:40<44:11, 14.11s/it]
  6%|████                                                          | 13/200 [02:53<43:24, 13.93s/it]
  7%|████▎                                                         | 14/200 [03:04<39:52, 12.87s/it]
  8%|████▋                                                         | 15/200 [03:18<40:47, 13.23s/it]
  8%|████▉                                                         | 16/200 [03:34<43:20, 14.13s/it]
  8%|█████▎                                                        | 17/200 [03:48<42:38, 13.98s/it]
  9%|█████▌                                                        | 18/200 [04:04<44:53, 14.80s/it]
 10%|█████▉                                                        | 19/200 [04:16<41:20, 13.70s/it]
 10%|██████▏                                                       | 20/200 [04:27<39:05, 13.03s/it]
 10%|██████▌                                                       | 21/200 [04:39<38:22, 12.86s/it]
 11%|██████▊                                                       | 22/200 [04:52<38:15, 12.89s/it]
 12%|███████▏                                                      | 23/200 [05:03<36:02, 12.22s/it]
 12%|███████▍                                                      | 24/200 [05:13<33:58, 11.58s/it]
 12%|███████▊                                                      | 25/200 [05:23<32:29, 11.14s/it]
 13%|████████                                                      | 26/200 [05:36<33:47, 11.65s/it]
 14%|████████▎                                                     | 27/200 [05:47<33:10, 11.51s/it]
 14%|████████▋                                                     | 28/200 [06:04<37:36, 13.12s/it]
 14%|████████▉                                                     | 29/200 [06:18<38:04, 13.36s/it]
 15%|█████████▎                                                    | 30/200 [06:34<39:48, 14.05s/it]
 16%|█████████▌                                                    | 31/200 [06:49<40:11, 14.27s/it]
 16%|█████████▉                                                    | 32/200 [07:00<37:51, 13.52s/it]
 16%|██████████▏                                                   | 33/200 [07:09<33:39, 12.09s/it]
 17%|██████████▌                                                   | 34/200 [07:22<34:14, 12.38s/it]
 18%|██████████▊                                                   | 35/200 [07:37<36:03, 13.11s/it]
 18%|███████████▏                                                  | 36/200 [07:46<32:12, 11.79s/it]
 18%|███████████▍                                                  | 37/200 [07:56<30:44, 11.32s/it]
 19%|███████████▊                                                  | 38/200 [08:07<30:13, 11.20s/it]
 20%|████████████                                                  | 39/200 [08:16<28:37, 10.67s/it]
 20%|████████████▍                                                 | 40/200 [08:28<29:03, 10.90s/it]
 20%|████████████▋                                                 | 41/200 [08:43<32:39, 12.32s/it]
 21%|█████████████                                                 | 42/200 [08:58<34:23, 13.06s/it]FunctionTimedOut
Retrying...

 22%|█████████████▎                                                | 43/200 [09:34<52:13, 19.96s/it]
 22%|█████████████▋                                                | 44/200 [09:48<47:20, 18.21s/it]
 22%|█████████████▉                                                | 45/200 [10:00<42:02, 16.28s/it]
 23%|██████████████▎                                               | 46/200 [10:12<38:38, 15.05s/it]
 24%|██████████████▌                                               | 47/200 [10:24<35:59, 14.12s/it]
 24%|██████████████▉                                               | 48/200 [10:40<37:13, 14.69s/it]
 24%|███████████████▏                                              | 49/200 [10:54<36:28, 14.49s/it]
 25%|███████████████▌                                              | 50/200 [11:07<34:46, 13.91s/it]
 26%|███████████████▊                                              | 51/200 [11:16<31:04, 12.51s/it]
 26%|████████████████                                              | 52/200 [11:29<30:58, 12.56s/it]
 26%|████████████████▍                                             | 53/200 [11:41<30:32, 12.46s/it]
 27%|████████████████▋                                             | 54/200 [11:55<31:08, 12.80s/it]
 28%|█████████████████                                             | 55/200 [12:07<30:54, 12.79s/it]
 28%|█████████████████▎                                            | 56/200 [12:22<32:10, 13.41s/it]
 28%|█████████████████▋                                            | 57/200 [12:34<30:30, 12.80s/it]
 29%|█████████████████▉                                            | 58/200 [12:47<30:50, 13.03s/it]
 30%|██████████████████▎                                           | 59/200 [13:01<31:12, 13.28s/it]
 30%|██████████████████▌                                           | 60/200 [13:12<29:41, 12.73s/it]
 30%|██████████████████▉                                           | 61/200 [13:24<28:50, 12.45s/it]
 31%|███████████████████▏                                          | 62/200 [13:41<31:50, 13.85s/it]
 32%|███████████████████▌                                          | 63/200 [13:52<29:48, 13.05s/it]
 32%|███████████████████▊                                          | 64/200 [14:03<27:51, 12.29s/it]
 32%|████████████████████▏                                         | 65/200 [14:17<29:01, 12.90s/it]
 33%|████████████████████▍                                         | 66/200 [14:27<26:45, 11.98s/it]
 34%|████████████████████▊                                         | 67/200 [14:41<27:54, 12.59s/it]
 34%|█████████████████████                                         | 68/200 [14:56<29:18, 13.32s/it]
 34%|█████████████████████▍                                        | 69/200 [15:09<28:41, 13.14s/it]
 35%|█████████████████████▋                                        | 70/200 [15:19<26:16, 12.13s/it]
 36%|██████████████████████                                        | 71/200 [15:28<24:17, 11.30s/it]
 36%|██████████████████████▎                                       | 72/200 [15:41<24:51, 11.65s/it]
 36%|██████████████████████▋                                       | 73/200 [15:51<23:44, 11.22s/it]
 37%|██████████████████████▉                                       | 74/200 [16:03<24:06, 11.48s/it]
 38%|███████████████████████▎                                      | 75/200 [16:14<23:27, 11.26s/it]
 38%|███████████████████████▌                                      | 76/200 [16:24<22:48, 11.03s/it]
 38%|███████████████████████▊                                      | 77/200 [16:33<21:24, 10.45s/it]
 39%|████████████████████████▏                                     | 78/200 [16:47<23:30, 11.56s/it]FunctionTimedOut
Retrying...

 40%|████████████████████████▍                                     | 79/200 [17:21<36:33, 18.13s/it]
 40%|████████████████████████▊                                     | 80/200 [17:35<34:05, 17.05s/it]
 40%|█████████████████████████                                     | 81/200 [17:51<32:51, 16.57s/it]
 41%|█████████████████████████▍                                    | 82/200 [18:04<30:32, 15.53s/it]
 42%|█████████████████████████▋                                    | 83/200 [18:11<25:38, 13.15s/it]
 42%|██████████████████████████                                    | 84/200 [18:27<26:36, 13.76s/it]
 42%|██████████████████████████▎                                   | 85/200 [18:40<26:18, 13.73s/it]
 43%|██████████████████████████▋                                   | 86/200 [18:52<24:46, 13.04s/it]
 44%|██████████████████████████▉                                   | 87/200 [19:07<25:47, 13.69s/it]
 44%|███████████████████████████▎                                  | 88/200 [19:20<25:20, 13.57s/it]
 44%|███████████████████████████▌                                  | 89/200 [19:29<22:34, 12.20s/it]
 45%|███████████████████████████▉                                  | 90/200 [19:40<21:44, 11.86s/it]
 46%|████████████████████████████▏                                 | 91/200 [19:49<19:47, 10.90s/it]
 46%|████████████████████████████▌                                 | 92/200 [19:59<19:25, 10.79s/it]
 46%|████████████████████████████▊                                 | 93/200 [20:11<19:23, 10.88s/it]
 47%|█████████████████████████████▏                                | 94/200 [20:24<20:25, 11.56s/it]
 48%|█████████████████████████████▍                                | 95/200 [20:35<20:09, 11.52s/it]
 48%|█████████████████████████████▊                                | 96/200 [20:49<21:15, 12.27s/it]
 48%|██████████████████████████████                                | 97/200 [20:59<19:37, 11.43s/it]
 49%|██████████████████████████████▍                               | 98/200 [21:09<19:06, 11.24s/it]
 50%|██████████████████████████████▋                               | 99/200 [21:21<18:57, 11.26s/it]
 50%|██████████████████████████████▌                              | 100/200 [21:32<18:52, 11.33s/it]
 50%|██████████████████████████████▊                              | 101/200 [21:42<18:00, 10.91s/it]
 51%|███████████████████████████████                              | 102/200 [21:58<20:03, 12.28s/it]
 52%|███████████████████████████████▍                             | 103/200 [22:08<18:47, 11.63s/it]
 52%|███████████████████████████████▋                             | 104/200 [22:22<19:43, 12.33s/it]
 52%|████████████████████████████████                             | 105/200 [22:30<17:42, 11.18s/it]
 53%|████████████████████████████████▎                            | 106/200 [22:43<18:03, 11.53s/it]
 54%|████████████████████████████████▋                            | 107/200 [22:55<18:24, 11.87s/it]
 54%|████████████████████████████████▉                            | 108/200 [23:07<18:07, 11.82s/it]
 55%|█████████████████████████████████▏                           | 109/200 [23:19<18:09, 11.98s/it]
 55%|█████████████████████████████████▌                           | 110/200 [23:29<17:07, 11.42s/it]
 56%|█████████████████████████████████▊                           | 111/200 [23:38<15:51, 10.69s/it]
 56%|██████████████████████████████████▏                          | 112/200 [23:48<15:19, 10.45s/it]
 56%|██████████████████████████████████▍                          | 113/200 [24:04<17:24, 12.00s/it]
 57%|██████████████████████████████████▊                          | 114/200 [24:15<16:58, 11.84s/it]
 57%|███████████████████████████████████                          | 115/200 [24:31<18:11, 12.84s/it]
 58%|███████████████████████████████████▍                         | 116/200 [24:40<16:23, 11.71s/it]
 58%|███████████████████████████████████▋                         | 117/200 [24:51<16:04, 11.62s/it]
 59%|███████████████████████████████████▉                         | 118/200 [25:03<15:55, 11.65s/it]
 60%|████████████████████████████████████▎                        | 119/200 [25:16<16:27, 12.19s/it]
 60%|████████████████████████████████████▌                        | 120/200 [25:26<15:25, 11.57s/it]
 60%|████████████████████████████████████▉                        | 121/200 [25:40<16:12, 12.31s/it]
 61%|█████████████████████████████████████▏                       | 122/200 [25:52<15:54, 12.24s/it]
 62%|█████████████████████████████████████▌                       | 123/200 [26:03<15:08, 11.80s/it]
 62%|█████████████████████████████████████▊                       | 124/200 [26:12<13:53, 10.97s/it]
 62%|██████████████████████████████████████▏                      | 125/200 [26:28<15:39, 12.53s/it]
 63%|██████████████████████████████████████▍                      | 126/200 [26:40<15:07, 12.26s/it]
 64%|██████████████████████████████████████▋                      | 127/200 [26:53<15:10, 12.47s/it]
 64%|███████████████████████████████████████                      | 128/200 [27:06<15:11, 12.66s/it]
 64%|███████████████████████████████████████▎                     | 129/200 [27:17<14:25, 12.19s/it]
 65%|███████████████████████████████████████▋                     | 130/200 [27:31<14:38, 12.55s/it]
 66%|███████████████████████████████████████▉                     | 131/200 [27:42<14:03, 12.23s/it]
 66%|████████████████████████████████████████▎                    | 132/200 [28:00<15:52, 14.01s/it]
 66%|████████████████████████████████████████▌                    | 133/200 [28:12<15:03, 13.49s/it]
 67%|████████████████████████████████████████▊                    | 134/200 [28:26<14:45, 13.41s/it]
 68%|█████████████████████████████████████████▏                   | 135/200 [28:35<13:02, 12.03s/it]
 68%|█████████████████████████████████████████▍                   | 136/200 [28:47<12:50, 12.04s/it]
 68%|█████████████████████████████████████████▊                   | 137/200 [29:01<13:14, 12.62s/it]
 69%|██████████████████████████████████████████                   | 138/200 [29:10<11:59, 11.60s/it]
 70%|██████████████████████████████████████████▍                  | 139/200 [29:20<11:29, 11.30s/it]
 70%|██████████████████████████████████████████▋                  | 140/200 [29:31<11:12, 11.22s/it]
 70%|███████████████████████████████████████████                  | 141/200 [29:43<11:04, 11.27s/it]
 71%|███████████████████████████████████████████▎                 | 142/200 [29:54<10:56, 11.31s/it]
 72%|███████████████████████████████████████████▌                 | 143/200 [30:04<10:15, 10.80s/it]
 72%|███████████████████████████████████████████▉                 | 144/200 [30:15<10:08, 10.87s/it]
 72%|████████████████████████████████████████████▏                | 145/200 [30:25<09:51, 10.76s/it]
 73%|████████████████████████████████████████████▌                | 146/200 [30:36<09:37, 10.70s/it]
 74%|████████████████████████████████████████████▊                | 147/200 [30:52<10:51, 12.30s/it]
 74%|█████████████████████████████████████████████▏               | 148/200 [31:02<10:06, 11.66s/it]
 74%|█████████████████████████████████████████████▍               | 149/200 [31:13<09:45, 11.47s/it]
 75%|█████████████████████████████████████████████▊               | 150/200 [31:23<09:15, 11.11s/it]
 76%|██████████████████████████████████████████████               | 151/200 [31:36<09:25, 11.54s/it]
 76%|██████████████████████████████████████████████▎              | 152/200 [31:49<09:28, 11.85s/it]
 76%|██████████████████████████████████████████████▋              | 153/200 [32:00<09:11, 11.74s/it]
 77%|██████████████████████████████████████████████▉              | 154/200 [32:18<10:30, 13.70s/it]
 78%|███████████████████████████████████████████████▎             | 155/200 [32:28<09:28, 12.64s/it]
 78%|███████████████████████████████████████████████▌             | 156/200 [32:37<08:26, 11.51s/it]
 78%|███████████████████████████████████████████████▉             | 157/200 [32:49<08:19, 11.63s/it]
 79%|████████████████████████████████████████████████▏            | 158/200 [33:03<08:36, 12.29s/it]
 80%|████████████████████████████████████████████████▍            | 159/200 [33:19<09:14, 13.53s/it]
 80%|████████████████████████████████████████████████▊            | 160/200 [33:28<08:05, 12.14s/it]
 80%|█████████████████████████████████████████████████            | 161/200 [33:41<08:00, 12.32s/it]
 81%|█████████████████████████████████████████████████▍           | 162/200 [33:54<07:53, 12.47s/it]
 82%|█████████████████████████████████████████████████▋           | 163/200 [34:05<07:27, 12.10s/it]
 82%|██████████████████████████████████████████████████           | 164/200 [34:15<06:49, 11.38s/it]
 82%|██████████████████████████████████████████████████▎          | 165/200 [34:29<07:11, 12.32s/it]
 83%|██████████████████████████████████████████████████▋          | 166/200 [34:43<07:15, 12.82s/it]
 84%|██████████████████████████████████████████████████▉          | 167/200 [34:56<07:04, 12.86s/it]
 84%|███████████████████████████████████████████████████▏         | 168/200 [35:10<06:55, 13.00s/it]
 84%|███████████████████████████████████████████████████▌         | 169/200 [35:19<06:07, 11.84s/it]
 85%|███████████████████████████████████████████████████▊         | 170/200 [35:28<05:28, 10.95s/it]
 86%|████████████████████████████████████████████████████▏        | 171/200 [35:39<05:20, 11.05s/it]
 86%|████████████████████████████████████████████████████▍        | 172/200 [35:51<05:14, 11.22s/it]
 86%|████████████████████████████████████████████████████▊        | 173/200 [36:01<04:53, 10.85s/it]
 87%|█████████████████████████████████████████████████████        | 174/200 [36:13<04:54, 11.32s/it]
 88%|█████████████████████████████████████████████████████▍       | 175/200 [36:26<04:58, 11.93s/it]
 88%|█████████████████████████████████████████████████████▋       | 176/200 [36:46<05:43, 14.32s/it]
 88%|█████████████████████████████████████████████████████▉       | 177/200 [36:57<05:07, 13.36s/it]
 89%|██████████████████████████████████████████████████████▎      | 178/200 [37:08<04:36, 12.59s/it]
 90%|██████████████████████████████████████████████████████▌      | 179/200 [37:21<04:23, 12.54s/it]
 90%|██████████████████████████████████████████████████████▉      | 180/200 [37:31<04:00, 12.01s/it]
 90%|███████████████████████████████████████████████████████▏     | 181/200 [37:43<03:48, 12.00s/it]
 91%|███████████████████████████████████████████████████████▌     | 182/200 [37:57<03:45, 12.53s/it]
 92%|███████████████████████████████████████████████████████▊     | 183/200 [38:08<03:26, 12.18s/it]
 92%|████████████████████████████████████████████████████████     | 184/200 [38:22<03:19, 12.49s/it]
 92%|████████████████████████████████████████████████████████▍    | 185/200 [38:34<03:06, 12.42s/it]
 93%|████████████████████████████████████████████████████████▋    | 186/200 [38:50<03:09, 13.57s/it]
 94%|█████████████████████████████████████████████████████████    | 187/200 [39:04<02:58, 13.71s/it]
 94%|█████████████████████████████████████████████████████████▎   | 188/200 [39:17<02:40, 13.37s/it]
 94%|█████████████████████████████████████████████████████████▋   | 189/200 [39:26<02:14, 12.20s/it]
 95%|█████████████████████████████████████████████████████████▉   | 190/200 [39:40<02:06, 12.65s/it]
 96%|██████████████████████████████████████████████████████████▎  | 191/200 [39:52<01:51, 12.39s/it]
 96%|██████████████████████████████████████████████████████████▌  | 192/200 [40:04<01:38, 12.30s/it]
 96%|██████████████████████████████████████████████████████████▊  | 193/200 [40:17<01:27, 12.53s/it]
 97%|███████████████████████████████████████████████████████████▏ | 194/200 [40:26<01:08, 11.42s/it]
 98%|███████████████████████████████████████████████████████████▍ | 195/200 [40:38<00:57, 11.59s/it]
 98%|███████████████████████████████████████████████████████████▊ | 196/200 [40:51<00:48, 12.03s/it]
 98%|████████████████████████████████████████████████████████████ | 197/200 [41:06<00:39, 13.14s/it]
 99%|████████████████████████████████████████████████████████████▍| 198/200 [41:17<00:24, 12.36s/it]
100%|████████████████████████████████████████████████████████████▋| 199/200 [41:28<00:11, 11.85s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [41:40<00:00, 12.03s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [41:40<00:00, 12.50s/it]
Process ID: [1777320] | Model: chatgpt | File: Science | Saving 200 items to ./decoding-strategy_data/chatgpt_top-p_8/Science.json
Process ID: [1777320] | 0 items left | Exit
Process ID: [1777320] | Loading data from ./annotation/query/Education.json | Total 200

  0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [1777320] | Model: chatgpt | File: Education | Saving 0 items to ./decoding-strategy_data/chatgpt_top-p_8/Education.json

  0%|▎                                                              | 1/200 [00:07<23:29,  7.08s/it]
  1%|▋                                                              | 2/200 [00:11<17:35,  5.33s/it]
  2%|▉                                                              | 3/200 [00:27<34:28, 10.50s/it]
  2%|█▎                                                             | 4/200 [00:34<28:55,  8.85s/it]
  2%|█▌                                                             | 5/200 [00:39<24:15,  7.46s/it]
  3%|█▉                                                             | 6/200 [00:50<28:38,  8.86s/it]
  4%|██▏                                                            | 7/200 [01:02<31:35,  9.82s/it]
  4%|██▌                                                            | 8/200 [01:09<28:46,  8.99s/it]
  4%|██▊                                                            | 9/200 [01:21<30:57,  9.73s/it]
  5%|███                                                           | 10/200 [01:26<26:10,  8.27s/it]
  6%|███▍                                                          | 11/200 [01:33<25:28,  8.09s/it]
  6%|███▋                                                          | 12/200 [01:39<23:07,  7.38s/it]
  6%|████                                                          | 13/200 [01:48<24:31,  7.87s/it]
  7%|████▎                                                         | 14/200 [01:53<21:25,  6.91s/it]
  8%|████▋                                                         | 15/200 [01:57<18:53,  6.12s/it]
  8%|████▉                                                         | 16/200 [02:05<20:10,  6.58s/it]
  8%|█████▎                                                        | 17/200 [02:10<19:16,  6.32s/it]
  9%|█████▌                                                        | 18/200 [02:18<20:01,  6.60s/it]
 10%|█████▉                                                        | 19/200 [02:23<19:03,  6.32s/it]
 10%|██████▏                                                       | 20/200 [02:31<20:22,  6.79s/it]
 10%|██████▌                                                       | 21/200 [02:45<26:42,  8.95s/it]
 11%|██████▊                                                       | 22/200 [02:52<24:48,  8.36s/it]
 12%|███████▏                                                      | 23/200 [03:01<25:26,  8.62s/it]
 12%|███████▍                                                      | 24/200 [03:09<24:07,  8.23s/it]
 12%|███████▊                                                      | 25/200 [03:13<20:57,  7.19s/it]
