Process ID: [1777321] | Arguments:
    all_files: True
    file: Bio-Medical
    model: chatgpt
    temperature: 1.0
    top_p: 1.0
    early_stopping: False
    do_sample: False
    num_beams: 1
    top_k: 50
    data_dir: ./annotation/query/
    save_dir: ./decoding-strategy_data/chatgpt_top-p_10/
    load_in_4bit: False
    load_in_8bit: False
Process ID: [1777321] | Device: cuda:0
Process ID: [1777321] | Loading data from ./annotation/query/Bio-Medical.json | Total 200

  0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [1777321] | Model: chatgpt | File: Bio-Medical | Saving 0 items to ./decoding-strategy_data/chatgpt_top-p_10/Bio-Medical.json

  0%|▎                                                              | 1/200 [00:07<25:33,  7.70s/it]
  1%|▋                                                              | 2/200 [00:17<29:23,  8.91s/it]
  2%|▉                                                              | 3/200 [00:27<30:42,  9.35s/it]
  2%|█▎                                                             | 4/200 [00:35<29:02,  8.89s/it]
  2%|█▌                                                             | 5/200 [00:44<29:10,  8.98s/it]
  3%|█▉                                                             | 6/200 [00:55<30:41,  9.49s/it]
  4%|██▏                                                            | 7/200 [01:03<29:17,  9.10s/it]
  4%|██▌                                                            | 8/200 [01:11<28:19,  8.85s/it]
  4%|██▊                                                            | 9/200 [01:22<30:25,  9.56s/it]
  5%|███                                                           | 10/200 [01:38<36:22, 11.49s/it]
  6%|███▍                                                          | 11/200 [01:53<39:25, 12.52s/it]
  6%|███▋                                                          | 12/200 [02:02<35:34, 11.35s/it]
  6%|████                                                          | 13/200 [02:12<33:54, 10.88s/it]
 61%|█████████████████████████████████████▏                       | 122/200 [23:38<17:36, 13.54s/it]
 62%|█████████████████████████████████████▌                       | 123/200 [23:49<16:20, 12.74s/it]
 62%|█████████████████████████████████████▊                       | 124/200 [23:54<13:16, 10.49s/it]
 62%|██████████████████████████████████████▏                      | 125/200 [24:03<12:32, 10.03s/it]
 63%|██████████████████████████████████████▍                      | 126/200 [24:12<11:48,  9.57s/it]
 64%|██████████████████████████████████████▋                      | 127/200 [24:32<15:19, 12.60s/it]
 64%|███████████████████████████████████████                      | 128/200 [24:44<15:02, 12.53s/it]
 64%|███████████████████████████████████████▎                     | 129/200 [25:00<16:11, 13.69s/it]
 65%|███████████████████████████████████████▋                     | 130/200 [25:11<14:45, 12.65s/it]
 66%|███████████████████████████████████████▉                     | 131/200 [25:24<14:43, 12.80s/it]
 66%|████████████████████████████████████████▎                    | 132/200 [25:36<14:27, 12.76s/it]
 66%|████████████████████████████████████████▌                    | 133/200 [25:48<13:52, 12.43s/it]
 67%|████████████████████████████████████████▊                    | 134/200 [26:00<13:37, 12.39s/it]
 68%|█████████████████████████████████████████▏                   | 135/200 [26:10<12:27, 11.50s/it]
 68%|█████████████████████████████████████████▍                   | 136/200 [26:20<11:50, 11.10s/it]
 68%|█████████████████████████████████████████▊                   | 137/200 [26:32<11:56, 11.37s/it]
 69%|██████████████████████████████████████████                   | 138/200 [26:42<11:19, 10.96s/it]
 70%|██████████████████████████████████████████▍                  | 139/200 [26:55<11:38, 11.46s/it]
 70%|██████████████████████████████████████████▋                  | 140/200 [27:04<10:50, 10.85s/it]
 70%|███████████████████████████████████████████                  | 141/200 [27:12<09:49,  9.98s/it]
 71%|███████████████████████████████████████████▎                 | 142/200 [27:25<10:32, 10.91s/it]
 72%|███████████████████████████████████████████▌                 | 143/200 [27:33<09:38, 10.16s/it]
 72%|███████████████████████████████████████████▉                 | 144/200 [27:44<09:29, 10.17s/it]
 72%|████████████████████████████████████████████▏                | 145/200 [27:57<10:04, 10.99s/it]
 73%|████████████████████████████████████████████▌                | 146/200 [28:07<09:50, 10.93s/it]
 74%|████████████████████████████████████████████▊                | 147/200 [28:17<09:11, 10.40s/it]
 74%|█████████████████████████████████████████████▏               | 148/200 [28:25<08:32,  9.86s/it]
 74%|█████████████████████████████████████████████▍               | 149/200 [28:37<08:54, 10.49s/it]
 75%|█████████████████████████████████████████████▊               | 150/200 [28:46<08:22, 10.05s/it]
 76%|██████████████████████████████████████████████               | 151/200 [28:57<08:29, 10.40s/it]
 76%|██████████████████████████████████████████████▎              | 152/200 [29:09<08:40, 10.85s/it]
 76%|██████████████████████████████████████████████▋              | 153/200 [29:17<07:45,  9.90s/it]
 77%|██████████████████████████████████████████████▉              | 154/200 [29:32<08:44, 11.40s/it]
 78%|███████████████████████████████████████████████▎             | 155/200 [29:44<08:41, 11.58s/it]
 78%|███████████████████████████████████████████████▌             | 156/200 [29:51<07:31, 10.27s/it]
 78%|███████████████████████████████████████████████▉             | 157/200 [30:04<07:53, 11.02s/it]
 79%|████████████████████████████████████████████████▏            | 158/200 [30:15<07:51, 11.23s/it]
 80%|████████████████████████████████████████████████▍            | 159/200 [30:24<07:06, 10.40s/it]
 80%|████████████████████████████████████████████████▊            | 160/200 [30:31<06:21,  9.54s/it]
 80%|█████████████████████████████████████████████████            | 161/200 [30:39<05:52,  9.03s/it]
 81%|█████████████████████████████████████████████████▍           | 162/200 [30:47<05:28,  8.64s/it]
 82%|█████████████████████████████████████████████████▋           | 163/200 [30:56<05:27,  8.85s/it]
 82%|██████████████████████████████████████████████████           | 164/200 [31:09<05:57,  9.93s/it]
 82%|██████████████████████████████████████████████████▎          | 165/200 [31:23<06:32, 11.21s/it]
 83%|██████████████████████████████████████████████████▋          | 166/200 [31:35<06:25, 11.34s/it]
 84%|██████████████████████████████████████████████████▉          | 167/200 [31:44<05:57, 10.84s/it]
 84%|███████████████████████████████████████████████████▏         | 168/200 [31:59<06:22, 11.94s/it]
 84%|███████████████████████████████████████████████████▌         | 169/200 [32:10<06:04, 11.76s/it]
 85%|███████████████████████████████████████████████████▊         | 170/200 [32:20<05:34, 11.16s/it]
 86%|████████████████████████████████████████████████████▏        | 171/200 [32:33<05:43, 11.84s/it]
 86%|████████████████████████████████████████████████████▍        | 172/200 [32:43<05:15, 11.27s/it]
 86%|████████████████████████████████████████████████████▊        | 173/200 [32:52<04:43, 10.49s/it]
 87%|█████████████████████████████████████████████████████        | 174/200 [33:00<04:13,  9.75s/it]
 88%|█████████████████████████████████████████████████████▍       | 175/200 [33:12<04:20, 10.41s/it]
 88%|█████████████████████████████████████████████████████▋       | 176/200 [33:25<04:25, 11.06s/it]
 88%|█████████████████████████████████████████████████████▉       | 177/200 [33:34<04:05, 10.67s/it]
 89%|██████████████████████████████████████████████████████▎      | 178/200 [33:45<03:56, 10.74s/it]
 90%|██████████████████████████████████████████████████████▌      | 179/200 [33:58<03:57, 11.31s/it]
 90%|██████████████████████████████████████████████████████▉      | 180/200 [34:04<03:14,  9.73s/it]
 90%|███████████████████████████████████████████████████████▏     | 181/200 [34:16<03:17, 10.38s/it]
 91%|███████████████████████████████████████████████████████▌     | 182/200 [34:28<03:17, 10.99s/it]
 92%|███████████████████████████████████████████████████████▊     | 183/200 [34:38<03:02, 10.74s/it]
 92%|████████████████████████████████████████████████████████     | 184/200 [34:52<03:06, 11.64s/it]
 92%|████████████████████████████████████████████████████████▍    | 185/200 [35:01<02:44, 10.94s/it]
 93%|████████████████████████████████████████████████████████▋    | 186/200 [35:13<02:36, 11.20s/it]
 94%|█████████████████████████████████████████████████████████    | 187/200 [35:25<02:28, 11.43s/it]
 94%|█████████████████████████████████████████████████████████▎   | 188/200 [35:34<02:06, 10.56s/it]
 94%|█████████████████████████████████████████████████████████▋   | 189/200 [35:47<02:04, 11.35s/it]
 95%|█████████████████████████████████████████████████████████▉   | 190/200 [35:55<01:43, 10.31s/it]
 96%|██████████████████████████████████████████████████████████▎  | 191/200 [36:05<01:31, 10.17s/it]
 96%|██████████████████████████████████████████████████████████▌  | 192/200 [36:15<01:22, 10.31s/it]
 96%|██████████████████████████████████████████████████████████▊  | 193/200 [36:23<01:07,  9.59s/it]
 97%|███████████████████████████████████████████████████████████▏ | 194/200 [36:33<00:57,  9.66s/it]
 98%|███████████████████████████████████████████████████████████▍ | 195/200 [36:41<00:45,  9.05s/it]
 98%|███████████████████████████████████████████████████████████▊ | 196/200 [36:52<00:38,  9.72s/it]
 98%|████████████████████████████████████████████████████████████ | 197/200 [37:02<00:29,  9.95s/it]
 99%|████████████████████████████████████████████████████████████▍| 198/200 [37:11<00:18,  9.48s/it]
100%|████████████████████████████████████████████████████████████▋| 199/200 [37:20<00:09,  9.50s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [37:28<00:00,  8.85s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [37:28<00:00, 11.24s/it]
Process ID: [1777321] | Model: chatgpt | File: Finance | Saving 200 items to ./decoding-strategy_data/chatgpt_top-p_10/Finance.json
Process ID: [1777321] | 0 items left | Exit
Process ID: [1777321] | Loading data from ./annotation/query/Science.json | Total 200

  0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [1777321] | Model: chatgpt | File: Science | Saving 0 items to ./decoding-strategy_data/chatgpt_top-p_10/Science.json

  0%|▎                                                              | 1/200 [00:12<41:51, 12.62s/it]
  1%|▋                                                              | 2/200 [00:22<36:35, 11.09s/it]
  2%|▉                                                              | 3/200 [00:38<43:59, 13.40s/it]
  2%|█▎                                                             | 4/200 [00:53<45:25, 13.90s/it]
  2%|█▌                                                             | 5/200 [01:04<41:57, 12.91s/it]
  3%|█▉                                                             | 6/200 [01:17<41:19, 12.78s/it]FunctionTimedOut
Retrying...

  4%|██▏                                                          | 7/200 [01:52<1:04:59, 20.20s/it]
  4%|██▍                                                          | 8/200 [02:10<1:01:50, 19.32s/it]
  4%|██▊                                                            | 9/200 [02:24<57:06, 17.94s/it]
  5%|███                                                           | 10/200 [02:40<54:30, 17.22s/it]
  6%|███▍                                                          | 11/200 [02:54<50:46, 16.12s/it]
  6%|███▋                                                          | 12/200 [03:05<45:52, 14.64s/it]
  6%|████                                                          | 13/200 [03:18<44:10, 14.17s/it]
  7%|████▎                                                         | 14/200 [03:36<47:20, 15.27s/it]
  8%|████▋                                                         | 15/200 [03:49<45:23, 14.72s/it]
  8%|████▉                                                         | 16/200 [03:58<39:59, 13.04s/it]
  8%|█████▎                                                        | 17/200 [04:10<38:37, 12.66s/it]
  9%|█████▌                                                        | 18/200 [04:25<40:42, 13.42s/it]
 10%|█████▉                                                        | 19/200 [04:38<39:39, 13.15s/it]
 10%|██████▏                                                       | 20/200 [04:52<40:10, 13.39s/it]
 10%|██████▌                                                       | 21/200 [05:05<39:34, 13.27s/it]
 11%|██████▊                                                       | 22/200 [05:18<39:36, 13.35s/it]
 12%|███████▏                                                      | 23/200 [05:30<37:59, 12.88s/it]
 12%|███████▍                                                      | 24/200 [05:43<37:50, 12.90s/it]
 12%|███████▊                                                      | 25/200 [05:55<36:35, 12.55s/it]
 13%|████████                                                      | 26/200 [06:09<37:24, 12.90s/it]
 14%|████████▎                                                     | 27/200 [06:19<35:15, 12.23s/it]
 14%|████████▋                                                     | 28/200 [06:34<37:14, 12.99s/it]
 14%|████████▉                                                     | 29/200 [06:48<38:04, 13.36s/it]
 15%|█████████▎                                                    | 30/200 [06:59<35:41, 12.60s/it]
 16%|█████████▌                                                    | 31/200 [07:13<36:42, 13.04s/it]
 16%|█████████▉                                                    | 32/200 [07:24<34:43, 12.40s/it]
 16%|██████████▏                                                   | 33/200 [07:37<34:36, 12.44s/it]
 17%|██████████▌                                                   | 34/200 [07:45<31:12, 11.28s/it]
 18%|██████████▊                                                   | 35/200 [07:57<31:41, 11.53s/it]
 18%|███████████▏                                                  | 36/200 [08:11<33:10, 12.14s/it]
 18%|███████████▍                                                  | 37/200 [08:22<32:01, 11.79s/it]
 19%|███████████▊                                                  | 38/200 [08:32<30:32, 11.31s/it]
 20%|████████████                                                  | 39/200 [08:41<28:37, 10.67s/it]
 20%|████████████▍                                                 | 40/200 [08:54<29:52, 11.20s/it]
 20%|████████████▋                                                 | 41/200 [09:05<29:40, 11.20s/it]
 21%|█████████████                                                 | 42/200 [09:17<30:40, 11.65s/it]
 22%|█████████████▎                                                | 43/200 [09:30<31:15, 11.95s/it]
 22%|█████████████▋                                                | 44/200 [09:43<31:25, 12.08s/it]
 22%|█████████████▉                                                | 45/200 [09:55<31:37, 12.24s/it]
 23%|██████████████▎                                               | 46/200 [10:05<29:56, 11.66s/it]
 24%|██████████████▌                                               | 47/200 [10:17<29:54, 11.73s/it]
 24%|██████████████▉                                               | 48/200 [10:29<29:58, 11.83s/it]
 24%|███████████████▏                                              | 49/200 [10:43<30:52, 12.27s/it]
 25%|███████████████▌                                              | 50/200 [10:57<32:30, 13.00s/it]
 26%|███████████████▊                                              | 51/200 [11:06<29:11, 11.75s/it]
 26%|████████████████                                              | 52/200 [11:16<27:41, 11.22s/it]
 26%|████████████████▍                                             | 53/200 [11:29<28:30, 11.64s/it]
 27%|████████████████▋                                             | 54/200 [11:43<30:18, 12.45s/it]
 28%|█████████████████                                             | 55/200 [11:54<28:49, 11.93s/it]
 28%|█████████████████▎                                            | 56/200 [12:07<29:16, 12.20s/it]
 28%|█████████████████▋                                            | 57/200 [12:23<31:44, 13.32s/it]
 29%|█████████████████▉                                            | 58/200 [12:35<30:59, 13.10s/it]
 30%|██████████████████▎                                           | 59/200 [12:45<28:39, 12.19s/it]
 30%|██████████████████▌                                           | 60/200 [12:57<28:04, 12.03s/it]
 30%|██████████████████▉                                           | 61/200 [13:10<28:30, 12.30s/it]
 31%|███████████████████▏                                          | 62/200 [13:21<27:36, 12.00s/it]
 32%|███████████████████▌                                          | 63/200 [13:32<26:38, 11.67s/it]
 32%|███████████████████▊                                          | 64/200 [13:42<25:27, 11.23s/it]
 32%|████████████████████▏                                         | 65/200 [13:55<25:56, 11.53s/it]
 33%|████████████████████▍                                         | 66/200 [14:08<26:55, 12.06s/it]
 34%|████████████████████▊                                         | 67/200 [14:20<26:49, 12.10s/it]
 34%|█████████████████████                                         | 68/200 [14:34<28:06, 12.77s/it]
 34%|█████████████████████▍                                        | 69/200 [14:43<25:17, 11.58s/it]
 35%|█████████████████████▋                                        | 70/200 [14:52<23:33, 10.87s/it]
 36%|██████████████████████                                        | 71/200 [15:03<23:10, 10.78s/it]
 36%|██████████████████████▎                                       | 72/200 [15:15<23:41, 11.10s/it]
 36%|██████████████████████▋                                       | 73/200 [15:24<22:03, 10.42s/it]
 37%|██████████████████████▉                                       | 74/200 [15:33<21:31, 10.25s/it]
 38%|███████████████████████▎                                      | 75/200 [15:48<23:55, 11.48s/it]
 38%|███████████████████████▌                                      | 76/200 [16:00<24:20, 11.78s/it]
 38%|███████████████████████▊                                      | 77/200 [16:11<23:12, 11.32s/it]
 39%|████████████████████████▏                                     | 78/200 [16:21<22:24, 11.02s/it]
 40%|████████████████████████▍                                     | 79/200 [16:29<20:32, 10.18s/it]
 40%|████████████████████████▊                                     | 80/200 [16:40<20:53, 10.45s/it]
 40%|█████████████████████████                                     | 81/200 [16:56<24:09, 12.18s/it]
 41%|█████████████████████████▍                                    | 82/200 [17:07<23:10, 11.78s/it]
 42%|█████████████████████████▋                                    | 83/200 [17:19<22:41, 11.64s/it]
 42%|██████████████████████████                                    | 84/200 [17:30<22:39, 11.72s/it]
 42%|██████████████████████████▎                                   | 85/200 [17:43<22:40, 11.83s/it]
 43%|██████████████████████████▋                                   | 86/200 [17:56<23:10, 12.20s/it]FunctionTimedOut
Retrying...

 44%|██████████████████████████▉                                   | 87/200 [18:34<37:32, 19.93s/it]
 44%|███████████████████████████▎                                  | 88/200 [18:49<34:26, 18.45s/it]
 44%|███████████████████████████▌                                  | 89/200 [19:01<30:44, 16.62s/it]
 45%|███████████████████████████▉                                  | 90/200 [19:14<28:20, 15.46s/it]
 46%|████████████████████████████▏                                 | 91/200 [19:31<29:21, 16.16s/it]
 46%|████████████████████████████▌                                 | 92/200 [19:42<26:14, 14.58s/it]
 46%|████████████████████████████▊                                 | 93/200 [19:53<23:56, 13.43s/it]
 47%|█████████████████████████████▏                                | 94/200 [20:05<22:44, 12.87s/it]
 48%|█████████████████████████████▍                                | 95/200 [20:16<21:53, 12.51s/it]
 48%|█████████████████████████████▊                                | 96/200 [20:31<22:48, 13.16s/it]
 48%|██████████████████████████████                                | 97/200 [20:42<21:41, 12.63s/it]
 49%|██████████████████████████████▍                               | 98/200 [20:53<20:39, 12.15s/it]
 50%|██████████████████████████████▋                               | 99/200 [21:06<20:25, 12.13s/it]
 50%|██████████████████████████████▌                              | 100/200 [21:17<20:04, 12.05s/it]
 50%|██████████████████████████████▊                              | 101/200 [21:28<19:15, 11.67s/it]
 51%|███████████████████████████████                              | 102/200 [21:42<19:54, 12.19s/it]
 52%|███████████████████████████████▍                             | 103/200 [21:51<18:36, 11.51s/it]
 52%|███████████████████████████████▋                             | 104/200 [22:05<19:10, 11.99s/it]
 52%|████████████████████████████████                             | 105/200 [22:15<18:12, 11.50s/it]
 53%|████████████████████████████████▎                            | 106/200 [22:26<17:59, 11.49s/it]
 54%|████████████████████████████████▋                            | 107/200 [22:37<17:34, 11.34s/it]
 54%|████████████████████████████████▉                            | 108/200 [22:46<16:13, 10.59s/it]
 55%|█████████████████████████████████▏                           | 109/200 [23:00<17:34, 11.59s/it]
 55%|█████████████████████████████████▌                           | 110/200 [23:13<17:53, 11.93s/it]
 56%|█████████████████████████████████▊                           | 111/200 [23:24<17:12, 11.60s/it]
 56%|██████████████████████████████████▏                          | 112/200 [23:35<16:53, 11.52s/it]
 56%|██████████████████████████████████▍                          | 113/200 [23:49<17:44, 12.24s/it]
 57%|██████████████████████████████████▊                          | 114/200 [24:00<16:49, 11.73s/it]
 57%|███████████████████████████████████                          | 115/200 [24:09<15:43, 11.10s/it]
 58%|███████████████████████████████████▍                         | 116/200 [24:21<15:49, 11.30s/it]
 58%|███████████████████████████████████▋                         | 117/200 [24:38<17:55, 12.96s/it]
 59%|███████████████████████████████████▉                         | 118/200 [24:50<17:23, 12.73s/it]
 60%|████████████████████████████████████▎                        | 119/200 [25:00<16:04, 11.91s/it]
 60%|████████████████████████████████████▌                        | 120/200 [25:13<16:11, 12.15s/it]
 60%|████████████████████████████████████▉                        | 121/200 [25:23<15:12, 11.56s/it]
 61%|█████████████████████████████████████▏                       | 122/200 [25:36<15:48, 12.16s/it]
 62%|█████████████████████████████████████▌                       | 123/200 [25:47<14:50, 11.57s/it]
 62%|█████████████████████████████████████▊                       | 124/200 [25:56<13:55, 11.00s/it]
 62%|██████████████████████████████████████▏                      | 125/200 [26:09<14:35, 11.68s/it]
 63%|██████████████████████████████████████▍                      | 126/200 [26:20<13:57, 11.32s/it]
 64%|██████████████████████████████████████▋                      | 127/200 [26:31<13:37, 11.21s/it]
 64%|███████████████████████████████████████                      | 128/200 [26:40<12:35, 10.49s/it]
 64%|███████████████████████████████████████▎                     | 129/200 [26:50<12:16, 10.37s/it]
 65%|███████████████████████████████████████▋                     | 130/200 [27:01<12:16, 10.53s/it]
 66%|███████████████████████████████████████▉                     | 131/200 [27:11<11:59, 10.43s/it]
 66%|████████████████████████████████████████▎                    | 132/200 [27:25<13:07, 11.57s/it]
 66%|████████████████████████████████████████▌                    | 133/200 [27:39<13:44, 12.31s/it]
 67%|████████████████████████████████████████▊                    | 134/200 [27:50<13:05, 11.90s/it]
 68%|█████████████████████████████████████████▏                   | 135/200 [28:02<12:54, 11.92s/it]
 68%|█████████████████████████████████████████▍                   | 136/200 [28:14<12:41, 11.90s/it]
 68%|█████████████████████████████████████████▊                   | 137/200 [28:32<14:34, 13.88s/it]
 69%|██████████████████████████████████████████                   | 138/200 [28:45<13:48, 13.36s/it]
 70%|██████████████████████████████████████████▍                  | 139/200 [28:56<13:00, 12.79s/it]
 70%|██████████████████████████████████████████▋                  | 140/200 [29:07<12:08, 12.14s/it]
 70%|███████████████████████████████████████████                  | 141/200 [29:19<11:54, 12.11s/it]
 71%|███████████████████████████████████████████▎                 | 142/200 [29:30<11:27, 11.85s/it]
 72%|███████████████████████████████████████████▌                 | 143/200 [29:41<10:55, 11.51s/it]
 72%|███████████████████████████████████████████▉                 | 144/200 [29:55<11:26, 12.27s/it]
 72%|████████████████████████████████████████████▏                | 145/200 [30:07<11:12, 12.22s/it]
 73%|████████████████████████████████████████████▌                | 146/200 [30:20<11:16, 12.53s/it]
 74%|████████████████████████████████████████████▊                | 147/200 [30:32<10:51, 12.29s/it]
 74%|█████████████████████████████████████████████▏               | 148/200 [30:44<10:32, 12.16s/it]
 74%|█████████████████████████████████████████████▍               | 149/200 [30:55<10:02, 11.81s/it]
 75%|█████████████████████████████████████████████▊               | 150/200 [31:05<09:28, 11.36s/it]
 76%|██████████████████████████████████████████████               | 151/200 [31:20<10:09, 12.44s/it]
 76%|██████████████████████████████████████████████▎              | 152/200 [31:29<09:05, 11.37s/it]
 76%|██████████████████████████████████████████████▋              | 153/200 [31:41<09:03, 11.56s/it]
 77%|██████████████████████████████████████████████▉              | 154/200 [31:56<09:43, 12.68s/it]
 78%|███████████████████████████████████████████████▎             | 155/200 [32:06<08:57, 11.95s/it]
 78%|███████████████████████████████████████████████▌             | 156/200 [32:21<09:17, 12.66s/it]
 78%|███████████████████████████████████████████████▉             | 157/200 [32:34<09:10, 12.79s/it]
 79%|████████████████████████████████████████████████▏            | 158/200 [32:44<08:28, 12.10s/it]
 80%|████████████████████████████████████████████████▍            | 159/200 [32:55<08:00, 11.72s/it]
 80%|████████████████████████████████████████████████▊            | 160/200 [33:06<07:39, 11.50s/it]
 80%|█████████████████████████████████████████████████            | 161/200 [33:21<08:04, 12.42s/it]
 81%|█████████████████████████████████████████████████▍           | 162/200 [33:30<07:20, 11.59s/it]
 82%|█████████████████████████████████████████████████▋           | 163/200 [33:41<06:57, 11.29s/it]
 82%|██████████████████████████████████████████████████           | 164/200 [33:51<06:33, 10.92s/it]
 82%|██████████████████████████████████████████████████▎          | 165/200 [34:03<06:32, 11.21s/it]
 83%|██████████████████████████████████████████████████▋          | 166/200 [34:15<06:31, 11.52s/it]
 84%|██████████████████████████████████████████████████▉          | 167/200 [34:29<06:43, 12.23s/it]
 84%|███████████████████████████████████████████████████▏         | 168/200 [34:43<06:51, 12.87s/it]
 84%|███████████████████████████████████████████████████▌         | 169/200 [34:56<06:35, 12.75s/it]
 85%|███████████████████████████████████████████████████▊         | 170/200 [35:05<05:46, 11.54s/it]
 86%|████████████████████████████████████████████████████▏        | 171/200 [35:16<05:36, 11.62s/it]
 86%|████████████████████████████████████████████████████▍        | 172/200 [35:26<05:12, 11.18s/it]
 86%|████████████████████████████████████████████████████▊        | 173/200 [35:40<05:24, 12.03s/it]
 87%|█████████████████████████████████████████████████████        | 174/200 [35:53<05:19, 12.29s/it]
 88%|█████████████████████████████████████████████████████▍       | 175/200 [36:06<05:07, 12.31s/it]
 88%|█████████████████████████████████████████████████████▋       | 176/200 [36:18<04:58, 12.45s/it]
 88%|█████████████████████████████████████████████████████▉       | 177/200 [36:31<04:49, 12.57s/it]
 89%|██████████████████████████████████████████████████████▎      | 178/200 [36:45<04:43, 12.86s/it]
 90%|██████████████████████████████████████████████████████▌      | 179/200 [36:56<04:16, 12.20s/it]
 90%|██████████████████████████████████████████████████████▉      | 180/200 [37:10<04:19, 12.96s/it]
 90%|███████████████████████████████████████████████████████▏     | 181/200 [37:20<03:48, 12.04s/it]
 91%|███████████████████████████████████████████████████████▌     | 182/200 [37:30<03:24, 11.36s/it]
 92%|███████████████████████████████████████████████████████▊     | 183/200 [37:40<03:04, 10.83s/it]
 92%|████████████████████████████████████████████████████████     | 184/200 [37:55<03:16, 12.30s/it]
 92%|████████████████████████████████████████████████████████▍    | 185/200 [38:06<02:58, 11.93s/it]
 93%|████████████████████████████████████████████████████████▋    | 186/200 [38:17<02:41, 11.50s/it]
 94%|█████████████████████████████████████████████████████████    | 187/200 [38:26<02:22, 10.95s/it]
 94%|█████████████████████████████████████████████████████████▎   | 188/200 [38:37<02:10, 10.87s/it]
 94%|█████████████████████████████████████████████████████████▋   | 189/200 [38:46<01:54, 10.38s/it]
 95%|█████████████████████████████████████████████████████████▉   | 190/200 [38:57<01:45, 10.54s/it]
 96%|██████████████████████████████████████████████████████████▎  | 191/200 [39:11<01:44, 11.57s/it]
 96%|██████████████████████████████████████████████████████████▌  | 192/200 [39:24<01:34, 11.86s/it]
 96%|██████████████████████████████████████████████████████████▊  | 193/200 [39:35<01:21, 11.66s/it]
 97%|███████████████████████████████████████████████████████████▏ | 194/200 [39:49<01:13, 12.32s/it]
 98%|███████████████████████████████████████████████████████████▍ | 195/200 [40:00<00:59, 11.90s/it]
 98%|███████████████████████████████████████████████████████████▊ | 196/200 [40:12<00:47, 11.93s/it]
 98%|████████████████████████████████████████████████████████████ | 197/200 [40:24<00:35, 11.89s/it]
 99%|████████████████████████████████████████████████████████████▍| 198/200 [40:35<00:23, 11.76s/it]
100%|████████████████████████████████████████████████████████████▋| 199/200 [40:48<00:12, 12.16s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [41:00<00:00, 11.99s/it]
100%|█████████████████████████████████████████████████████████████| 200/200 [41:00<00:00, 12.30s/it]
Process ID: [1777321] | Model: chatgpt | File: Science | Saving 200 items to ./decoding-strategy_data/chatgpt_top-p_10/Science.json
Process ID: [1777321] | 0 items left | Exit
Process ID: [1777321] | Loading data from ./annotation/query/Education.json | Total 200

  0%|                                                                       | 0/200 [00:00<?, ?it/s]Process ID: [1777321] | Model: chatgpt | File: Education | Saving 0 items to ./decoding-strategy_data/chatgpt_top-p_10/Education.json

  0%|▎                                                              | 1/200 [00:08<28:47,  8.68s/it]
  1%|▋                                                              | 2/200 [00:16<27:50,  8.44s/it]
  2%|▉                                                              | 3/200 [00:30<35:25, 10.79s/it]
  2%|█▎                                                             | 4/200 [00:38<31:33,  9.66s/it]
  2%|█▌                                                             | 5/200 [00:45<28:15,  8.70s/it]
  3%|█▉                                                             | 6/200 [00:51<25:24,  7.86s/it]
  4%|██▏                                                            | 7/200 [01:00<25:57,  8.07s/it]
  4%|██▌                                                            | 8/200 [01:06<24:24,  7.63s/it]
  4%|██▊                                                            | 9/200 [01:17<27:07,  8.52s/it]
  5%|███                                                           | 10/200 [01:23<24:24,  7.71s/it]
  6%|███▍                                                          | 11/200 [01:32<25:26,  8.07s/it]
  6%|███▋                                                          | 12/200 [01:38<23:55,  7.64s/it]
  6%|████                                                          | 13/200 [01:48<26:01,  8.35s/it]
  7%|████▎                                                         | 14/200 [01:55<24:25,  7.88s/it]
  8%|████▋                                                         | 15/200 [02:00<21:33,  6.99s/it]
  8%|████▉                                                         | 16/200 [02:06<20:47,  6.78s/it]
  8%|█████▎                                                        | 17/200 [02:14<21:57,  7.20s/it]
  9%|█████▌                                                        | 18/200 [02:24<23:47,  7.85s/it]
 10%|█████▉                                                        | 19/200 [02:29<20:57,  6.95s/it]
 10%|██████▏                                                       | 20/200 [02:43<27:11,  9.07s/it]
 10%|██████▌                                                       | 21/200 [02:50<25:46,  8.64s/it]
 11%|██████▊                                                       | 22/200 [02:54<21:13,  7.15s/it]
 12%|███████▏                                                      | 23/200 [03:07<25:51,  8.76s/it]
 12%|███████▍                                                      | 24/200 [03:15<25:07,  8.57s/it]
 12%|███████▊                                                      | 25/200 [03:20<21:57,  7.53s/it]
 13%|████████                                                      | 26/200 [03:26<20:27,  7.06s/it]
 14%|████████▎                                                     | 27/200 [03:29<17:26,  6.05s/it]
 14%|████████▋                                                     | 28/200 [03:35<17:11,  6.00s/it]
 14%|████████▉                                                     | 29/200 [03:42<17:17,  6.07s/it]
 15%|█████████▎                                                    | 30/200 [03:49<18:45,  6.62s/it]
 16%|█████████▌                                                    | 31/200 [04:03<24:10,  8.58s/it]
 16%|█████████▉                                                    | 32/200 [04:09<22:07,  7.90s/it]
 16%|██████████▏                                                   | 33/200 [04:16<21:31,  7.73s/it]
 17%|██████████▌                                                   | 34/200 [04:21<18:46,  6.79s/it]
 18%|██████████▊                                                   | 35/200 [04:32<22:22,  8.14s/it]
